序號,統一編號,公司名稱,公司所在地,代表人,資本額,核准設立日期
909,54197199,倚睿數位有限公司,高雄市三民區大昌二路488巷38號1樓,曾奕叡,500000,1020516
910,54197206,中山旺事業股份有限公司,高雄市苓雅區永樂街137號24樓之2,黃輝,1000000,1020516
911,54197212,宏承漁業股份有限公司,高雄市苓雅區輔仁路184號,林文日,26000000,1020516
912,54197228,東風健康有限公司,高雄市仁武區永新四路226號,詹雅婷,100000,1020516
913,54197233,康邑基因股份有限公司,高雄市左營區博愛二路366號28樓之6,余怡文,1000000,1020517
914,54197249,台灣御品國際行銷股份有限公司,高雄市三民區建工路203巷3弄8號,張育仁,5000000,1020517
915,54197254,信日有限公司,高雄市岡山區成功路43號1樓,陳福龍,500000,1020517
916,54197260,智謙投資有限公司,高雄市鳥松區大埤路20之6號1樓,侯弘教,5000000,1020517
917,54197276,阿一饌品有限公司,高雄市三民區建德路99號15樓之1,郝繼達,5000000,1020517
918,54197281,承威廣告事業有限公司,高雄市三民區鼎瑞街80號1樓,林威全,3000000,1020517
919,54197297,帝利通能源科技工程有限公司,高雄市左營區榮耀街61之1號5樓,甘惠伶,50000,1020517
920,54197304,紘拓科技有限公司,高雄市左營區屏山新村39之2號,方寶慶,100000,1020517
921,54197310,華原工程有限公司,高雄市橋頭區仕豊路146之31號7樓之3,陳明祥,1000000,1020517
922,54197326,達葳企業有限公司,高雄市岡山區柳橋東路9之1號1樓,蔡承哲,1000000,1020517
923,54197331,宏瀛水產股份有限公司,高雄市前鎮區漁港東二路3號4樓,陳政雄,20000000,1020520
924,54197347,聖崗專案管理顧問有限公司,高雄市苓雅區光華一路206號14樓之6,邱啟聖,50000,1020517
925,54197352,名宸廣告有限公司,高雄市三民區鼎昌街53號6樓,簡美雀,2000000,1020517
926,54197368,布林科技有限公司,高雄市前鎮區中華五路1461號9樓之1,陳姿霓,1000000,1020517
927,54197374,文山亞太健康事業股份有限公司,高雄市鳳山區南京路272號11樓,黃啟榮,2800000,1020517
928,54197389,祥富電氣工程有限公司,高雄市三民區大昌二路462巷7弄3號1樓,陳俞君,300000,1020517
929,54197395,大毅工程顧問有限公司,高雄市三民區建武路206巷2之1號4樓之4,林基學,1000000,1020517
930,54197402,金達樂有限公司,高雄市苓雅區中正一路370號2樓,張耀中,500000,1020517
931,54197418,弘寶五金企業有限公司,高雄市路竹區中正路28號1樓,黃雅玲,500000,1020520
932,54197424,捷利國際文化有限公司,高雄市苓雅區三多四路110號7樓之6,吳盈良,1000000,1020520
933,54197439,巧帛企業有限公司,高雄市三民區大豐二路322號1樓,林佳慧,50000,1020520
934,54197450,華生國際生技股份有限公司,高雄市鹽埕區河西路7號12樓之2,張金南,500000,1020520
935,54197466,佳勝沃投資有限公司,高雄市鳥松區澄新一街25號1樓,何筑弘,5000000,1020520
936,54197472,希望成真有限公司,高雄市鼓山區鼓山一路76號,張雅荃,20000,1020520
937,54197487,盈太不動產有限公司,高雄市前鎮區新光路3號,王瑞文,2000000,1020520
938,54197493,詰恩有限公司,高雄市仁武區京吉一路183號1樓,陳妤玟,500000,1020520
939,54197509,福源貿易有限公司,高雄市左營區榮成二街5號1樓,孫曉玲,100000,1020520
940,54197515,廣一生命禮儀有限公司,高雄市鳳山區信義街31號1樓,洪以佳,1000000,1020520
941,54197521,威力古有限公司,高雄市左營區天祥二路61巷12弄5號1樓,簡捷,1000000,1020520
942,54197536,興捷工程有限公司,高雄市前鎮區保泰路213號1樓,陳至隆,100000,1020520
943,54197542,覺霖科技有限公司,高雄市苓雅區民權一路39巷11號6樓之1,陳敬文,750000,1020520
944,54197557,銓泓開發工程有限公司,高雄市仁武區大春二街106號1樓,林奕廷,1000000,1020520
945,54197563,長鴻企業有限公司,高雄市前鎮區鎮興路93號,許麗琴,500000,1020520
946,54197579,仙正機械有限公司,高雄市大樹區竹寮路390號2樓,謝一正,100000,1020520
947,54197584,佳電國際有限公司,高雄市左營區立文路77號6樓之2,邵彥彬,3000000,1020520
948,54197590,加賀切削科技有限公司,高雄市鳳山區中山西路310之3號,蔡洪惠美,500000,1020520
949,54197607,年年順食品有限公司,高雄市三民區澄平街40之1號3樓之2,陳偉文,50000,1020520
950,54197613,尚昱保溫工程有限公司,高雄市前鎮區忠誠路385號8樓,左玉潔,5000000,1020520
951,54197629,岱昌企業有限公司,高雄市小港區？源路72之1號1樓,張簡大騰,300000,1020520
952,54197634,博特亮國際有限公司,高雄市苓雅區林德街35號10樓之3,曾亮人,200000,1020520
953,54197640,品元曠達有限公司,高雄市左營區重信路553號1樓,翁瑋峰,100000,1020520
954,54197655,亞太真善美物業管理顧問股份有限公司,高雄市鹽埕區田單街12巷2號2樓,張慧如,2000000,1020520
955,54197661,小草食品有限公司,高雄市楠梓區德賢路559號,劉賢德,500000,1020520
956,54197677,嵐陽服飾有限公司,高雄市鳳山區中崙二路583巷10號6樓,黃意嵐,500000,1020521
957,54197682,藍海技術有限公司,高雄市三民區大豐一路125巷58號2樓,郭豐州,200000,1020521
958,54197698,財億電子科技有限公司,高雄市小港區廠邊二路3號1樓,劉萬財,1000000,1020521
959,54197705,碩磐開發建設有限公司,高雄市鼓山區裕誠路1571號3樓,林志忠,2000000,1020521
960,54197711,福緣行生活事業有限公司,高雄市鳳山區鳳仁路48號,許瑞峰,1000000,1020521
961,54197727,綠凡生技有限公司,高雄市鳳山區文衡路386號7樓,胡清淵,510000,1020521
962,54197732,弼富發有限公司,高雄市梓官區大舍北路46巷17之1號,吳羽翔,3000000,1020521
963,54197748,大君國際有限公司,高雄市前金區五福三路59號10樓,李謙謙,500000,1020521
964,54197753,賽斯新能源有限公司,高雄市永安區永達路3巷12號1樓,郭軒甫,10000,1020521
965,54197769,伊盛生技有限公司,高雄市苓雅區自強三路3號35樓之7,陳宏毅,400000,1020521
966,54197775,浩宏消防工程有限公司,高雄市左營區文康路205號9樓之1,王麗玲,350000,1020521
967,54197780,尚鼎國際企業有限公司,高雄市苓雅區復興二路25之1號2樓,張簡燦宇,100000,1020522
968,54197796,峻靈文創藝術有限公司,高雄市鼓山區美術東二路106號11樓,林俊能,1000000,1020521
969,54197803,宸宏金屬有限公司,高雄市前鎮區中華五路1361巷21弄9號,侯孝宗,21000000,1020521
970,54197819,福宥清潔有限公司,高雄市小港區漢民路73號1樓,蔡長源,6000000,1020521
971,54197825,吉昇富國際有限公司,高雄市鼓山區九如四路955巷56號,蔡德昇,1000000,1020521
972,54197830,安妮生活事業有限公司,高雄市三民區鼎力路267巷5弄44號3樓之3,鄔詩琴,500000,1020522
973,54197846,品元糖口有限公司,高雄市左營區裕誠路157、159號1樓,翁瑋峰,100000,1020522
974,54197851,嘉緯實業有限公司,高雄市路竹區延平路312號1樓,陳惠如,1000000,1020522
975,54197867,摩爾餐飲有限公司,高雄市新興區五福二路192號3樓,顏涵妤,1000000,1020522
976,54197873,浩瀚節能有限公司,高雄市鳳山區文育街93號1樓,秦祥,2000000,1020523
977,54197888,樂霓音樂有限公司,高雄市苓雅區憲法路2號,簡琍林,2000000,1020522
978,54197894,高鐙國際有限公司,高雄市苓雅區建軍路266巷6號2樓,張嗣均,50000,1020522
979,54197901,煬太實業有限公司,高雄市岡山區公園西路3段84巷31號4樓,周吳春蓮,500000,1020522
980,54197917,銘鋒機械工程有限公司,高雄市大寮區東隆街5號,潘梅香,1000000,1020522
981,54197923,宸欣生技有限公司,高雄市三民區大福街239號5樓,許廣育,1000000,1020522
982,54197938,千翔精密企業有限公司,高雄市大寮區內坑路9之24號1樓,鄭濟緯,500000,1020522
983,54197959,乙凡科技有限公司,高雄市三民區正氣街9號2樓,張孫菘,300000,1020522
984,54197965,竑揚企業股份有限公司,高雄市苓雅區自強三路3號30樓之1,簡昭鵬,5000000,1020522
985,54197971,龍揚國際開發有限公司,高雄市鼓山區華豐街124巷15號13樓,林志龍,2000000,1020522
986,54197986,席爾國際企業有限公司,高雄市三民區民族一路80號6樓之1,陳靜怡,500000,1020522
987,54197992,寶兆淂有限公司,高雄市苓雅區中正一路186號,洪慈蔓,1000000,1020522
988,54198009,福善緣生命禮儀有限公司,高雄市左營區崇德路22號,林宛宣,200000,1020522
989,54198015,寶捷環保有限公司,高雄市新興區林森一路161巷47號,黃國欽,1000000,1020523
990,54198021,台灣友活生技有限公司,高雄市苓雅區永樂街137號20樓之2,陳志吉,2000000,1020523
991,54198036,寶昀股份有限公司,高雄市鹽埕區大勇路74號1樓,楊淳博,1000000,1020523
992,54198042,弘盛科技有限公司,高雄市三民區民族一路80號6樓之1,傅雅雯,3000000,1020523
993,54198057,凱晟生物科技有限公司,高雄市三民區民族一路80號6樓之1,許紹凌,500000,1020523
994,54198063,郡鄣興業有限公司,高雄市三民區吉林街295號1樓,陳明昇,500000,1020523
995,54198079,昕映實業有限公司,高雄市前金區中山二路533號7樓之1,陳秀桂,200000,1020523
996,54198084,廣萊工程有限公司,高雄市鼓山區華豐街57號4樓,劉婉璟,200000,1020527
997,54198107,首創自動門工程有限公司,高雄市鳳山區埤頂街33之1號4樓,陳建中,500000,1020523
998,54198113,歐西斯國際有限公司,高雄市苓雅區林西街109巷11號,寒柏易,100000,1020523
999,54198129,立普科技有限公司,高雄市三民區大福街150號1樓,蒲志杰,500000,1020523
1000,54198134,富善達投資股份有限公司,高雄市鼓山區明誠三路693號10樓,郭昭雯,30000000,1020524
1001,54198155,永齡實業有限公司,高雄市前鎮區一心二路252號9樓之19,劉貽蘋,1000000,1020523
1002,54198161,祐齊國際貿易有限公司,高雄市鳳山區鳳林路174之1號,張小珍,200000,1020523
1003,54198177,名健事業股份有限公司,高雄市左營區修明街121號5樓之1,蘇士賢,1000000,1020524
1004,54198182,聖康豐國際企業有限公司,高雄市前金區青年二路30號1樓,曾瀚賢,1000000,1020524
1005,54198198,鷹眼影像科技有限公司,高雄市前鎮區一心一路241號13樓,王振榮,5000000,1020524
1006,54198205,誠泰豐建設有限公司,高雄市鳥松區中正路179之7號1樓,王志聰,10000000,1020524
1007,54198211,天誠精密機械有限公司,高雄市苓雅區興中一路228號3樓,鄭啟誠,1000000,1020524
1008,54198227,瑞進事業有限公司,高雄市鼓山區瑞豐街161巷7號3樓,姬鳳瑞,500000,1020524
1009,54198232,依凡順投資有限公司,高雄市前金區巿中一路99號8樓之8,鄒杉玄,5000000,1020528
1010,54198248,雄崗有限公司,高雄市左營區南屏路241號1樓,簡伊君,2000000,1020524
1011,54198253,直樹龍日法鐵板料理餐飲有限公司,高雄市鼓山區河西一路1591號,張喬瑋,1000000,1020524
1012,54198269,豐耀企業有限公司,高雄市小港區樂利路13號,簡建民,1000000,1020524
1013,54198275,南華星能源服務股份有限公司,高雄市三民區正興路209號,王達人,5000000,1020527
1014,54198280,上影國際企業有限公司,高雄市楠梓區旗楠路548號1樓,劉佳峰,500000,1020524
1015,54198296,陽光藥品生技有限公司,高雄市三民區明哲路33號2樓之2,林豐章,5000000,1020524
1016,54198303,懷霖企業股份有限公司,高雄市左營區重上街191號9樓之2,張懷陸,5000000,1020524
1017,54198319,裕祥企業管理顧問有限公司,高雄市前鎮區二聖二路291號,顏明裕,1000000,1020524
1018,54198325,亞卓國際貿易股份有限公司,高雄市前鎮區中山二路91號12樓之4,莊于霆,30000000,1020524
1019,54198346,利惠紳開發企業有限公司,高雄市仁武區文南街28號,謝涴庭,500000,1020527
1020,54198351,穎陞土木包工業有限公司,高雄市左營區左營大路435巷62號2樓,蕭莉穎,1500000,1020527
1021,54198367,愛霓貿易有限公司,高雄市鼓山區美術東四路458號13樓之21,張方,1000000,1020527
1022,54198373,品元五雄有限公司,高雄市楠梓區楠梓路327號1樓,翁瑋峰,100000,1020527
1023,54198388,祥聯企業有限公司,高雄市苓雅區武廟路116巷10號3樓,張詠妮,1000000,1020527
1024,54198394,福聯工商有限公司,高雄市左營區新上街232號1樓,胡明隆,300000,1020527
1025,54198401,進鉌有限公司,高雄市路竹區大社路106巷5號1樓,許惠娟,5000000,1020527
1026,54198417,祐恩地產開發有限公司,高雄市大寮區過溪里華二街97巷26號1樓,葉金鳳,1505000,1020527
1027,54198423,彩榮油漆工程有限公司,高雄市彌陀區南寮路6號1樓,吳榮詔,1000000,1020527
1028,54198438,鴻鑫海事工程有限公司,高雄市楠梓區大學七街122號,吳秉樺,200000,1020527
1029,54198459,世紀網科技有限公司,高雄市三民區大昌二路121之8號8樓之4,莊秀英,1000000,1020527
1030,54198465,永約科技有限公司,高雄市鳳山區文仁街53號,康家銘,2000000,1020527
1031,54198471,美學文創有限公司,高雄市左營區新庄仔路49巷6號1樓,黃若雅,100000,1020527
1032,54198486,明潤影像有限公司,高雄市左營區新庄仔路708號2樓,鐘渝閔,3000000,1020527
1033,54198492,嘉昱醫療器材有限公司,高雄市橋頭區樹德路208巷39弄26號1樓,黃臣郁,60000,1020527
1034,54198508,佳誠管理顧問有限公司,高雄市梓官區大舍西路20號1樓,楊佩芸,200000,1020527
1035,54198514,榮奎國際投資有限公司,高雄市苓雅區凱旋二路81巷4號1樓,沈亨榮,4000000,1020527
1036,54198520,原鼎水產有限公司,高雄市鳳山區和興街56號,葉明諺,30000,1020527
1037,54198535,德臻瑭企業有限公司,高雄市左營區重惠街136號8樓之1,林政德,100000,1020527
1038,54198556,澄灃建設企業股份有限公司,高雄市苓雅區中山二路483號3樓,孫昆斌,5000000,1020527
1039,54198562,育威國際貿易有限公司,高雄市苓雅區自強三路3號26樓之9,游賀,1000000,1020527
1040,54198583,台灣數碼印花科技有限公司,高雄市鳳山區輜汽北一路4號,張益俊,10000,1020528
1041,54198599,洪氏漢方科技股份有限公司,高雄市三民區林森一路342號1樓,洪文輝,490000,1020528
1042,54198606,昇利國際企業有限公司,高雄市左營區榮總路183巷28號1樓,王志超,10000,1020528
1043,54198612,寶騰國際投資有限公司,高雄市苓雅區凱旋二路81巷4號1樓,蔡寶慧,1625800,1020528
1044,54198628,昕業建設股份有限公司,高雄市苓雅區興中一路425號,賴志明,5000000,1020528
1045,54198633,紳國際有限公司,高雄市前鎮區民權二路6號17樓之2,黃仿佑,5000000,1020528
1046,54198649,日盛興汽車有限公司,高雄市左營區重立路421號,蔣宛綸,1000000,1020528
1047,54198654,映發科技股份有限公司,高雄市路竹區順安路14巷25號1樓,李龍,1000000,1020528
1048,54198660,竤詮機電有限公司,高雄市前鎮區民裕街65號,劉炳宏,10000000,1020528
1049,54198676,永紳企業有限公司,高雄市鳳山區新康街254巷6號1樓,許更端,500000,1020528
1050,54198697,巧鑫精密工業有限公司,高雄市阿蓮區崗山巷85之6號1樓,陳信銘,4400000,1020528
1051,54198704,大一生物科技有限公司,高雄市阿蓮區中路里中路209號1樓,高大千,100000,1020528
1052,54198710,加持科技有限公司,高雄市鳥松區大華路207號1樓,陳家祥,100000,1020528
1053,54198726,東北開發有限公司,高雄市三民區遼寧一街159號1樓,陳韻鈴,5000000,1020528
1054,54198731,杉泰電器企業有限公司,高雄市三民區大順二路667號,陳阿滿,1000000,1020528
1055,54198747,延昌科技有限公司,高雄市左營區新庄仔路49巷6號1樓,黃若雅,100000,1020528
1056,54198752,昭光有限公司,高雄市三民區鼎強街115號1樓,李宥萱,1000,1020529
1057,54198768,金利建設商業股份有限公司,高雄市新興區中東街266號,王朝皇,20000000,1020528
1058,54198774,佳興盛室內裝修有限公司,高雄市左營區新中街67號1樓,劉佳和,600000,1020528
1059,54198789,佳麗亞服飾有限公司,高雄市鼓山區裕誠路1077、1079號,王月妙,200000,1020528
1060,54198795,瑞鑫能源有限公司,高雄市岡山區本工西三路12號,葉淑芬,50000,1020528
1061,54198802,得智事業有限公司,高雄市大寮區忠孝路14號,許得智,1000000,1020529
1062,54198818,瑞寶音響有限公司,高雄市三民區建工路600號1樓,盧雲龍,3000000,1020529
1063,54198824,萬玳投資有限公司,高雄市苓雅區中正一路167號,萬顏金薇,12000000,1020529
1064,54198839,禾剛科技有限公司,高雄市苓雅區樂仁路144巷16號,邱顯文,100000,1020529
1065,54198845,大港工程有限公司,高雄市苓雅區永樂街118號,黃清泉,2000000,1020529
1066,54198850,歲麒自動控制有限公司,高雄市楠梓區常德路240巷3號1樓,高子揚,2000000,1020529
1067,54198866,冠得建設開發有限公司,高雄市左營區重仁路50巷1號,陳建禎,15000000,1020529
1068,54198872,金良空調設備有限公司,高雄市仁武區文北街126號1樓,李天成,1200000,1020529
1069,54198887,康綺雪茄館有限公司,高雄市苓雅區四維三路130號1樓,林振莊,1000000,1020529
1070,54198893,御廚水產行銷有限公司,高雄市小港區宏平路628號4樓,洪忠余,100000,1020529
1071,54198916,驊昱企業有限公司,高雄市鳳山區文武街93號,尤靜蘭,1600000,1020529
1072,54198922,聯福資源科技有限公司,高雄市前鎮區新衙路306號,劉根福,5000000,1020529
1073,54198937,高沅有限公司,高雄市楠梓區樂群路253號,洪宗賢,200000,1020529
1074,54198943,瑞奇曼實業有限公司,高雄市三民區順昌街91號2樓之2,李炳宏,1000000,1020529
1075,54198958,奕睿有限公司,高雄市前鎮區英德街849號,黃國倫,300000,1020529
1076,54198964,鼎盈建設有限公司,高雄市左營區菜公路156之16號,蘇金桃,1680000,1020530
1077,54198970,興實業有限公司,高雄市岡山區正氣路199巷5號,林絲瑀,3600000,1020530
1078,54198985,光順事業有限公司,高雄市前金區市中一路33號16樓,賴靜瑩,2000000,1020530
1079,54199008,鴻浦有限公司,高雄市鼓山區九如四路716巷41號1樓,黃俊尹,1000000,1020530
1080,54199014,海德灣科技股份有限公司,高雄市楠梓區德賢路535號7樓,陳驍航,3000000,1020530
1081,54199020,麻香園食品企業有限公司,高雄市楠梓區土庫八街505號,何秀芳,200000,1020530
1082,54199035,詠序工程有限公司,高雄市新興區中山一路14號6樓之2,吳榮智,2000000,1020530
1083,54199041,雙丞有限公司,高雄市三民區皓東路183號1樓,郭宗憲,100000,1020530
1084,54199056,新視野光學股份有限公司,高雄市鼓山區明誠三路695號4樓,施青秀,2000000,1020530
1085,54199078,宇辰國際商務有限公司,高雄市鳳山區八德路二段160號13樓,尹若蘭,200000,1020531
1086,54199083,世陞水電工程有限公司,高雄市小港區港順街55號1樓,許耀輝,10000000,1020531
1087,54199112,泛維實業股份有限公司,高雄市鼓山區中華一路826號10樓,呂崇銘,3000000,1020523
1088,54199128,安辰不動產有限公司,高雄市三民區十全一路361號2樓,姚健純,1000000,1020531
1089,54241054,高通汽車有限公司,彰化縣花壇鄉橋頭村中山路一段308號1樓,林敬勇,240000,1020430
1090,54241104,兆龍科技股份有限公司,新竹市東區埔頂路99巷17弄21號,許友耕,5000000,1020430
1091,54241126,雄鑫電子有限公司,臺中市龍井區龍泉里中社一街158巷10號1樓,林惠娟,350000,1020430
1092,54241195,優富精機有限公司,桃園縣大溪鎮慈光街61巷4弄1號2樓,林瑞昆,2000000,1020430
1093,54241218,兆展實業有限公司,桃園縣平鎮市北安里德育路55巷8號7樓,李茂璋,7500000,1020430
1094,54241266,寶銓室內裝修設計有限公司,臺中市北屯區旱溪西路三段313巷1號1樓,王寶銓,1000000,1020425
1095,54241272,人言網通有限公司,新竹縣新豐鄉潤泰街1巷5號,林湧泉,100000,1020501
1096,54241287,明連建設有限公司,臺東縣臺東市富豐里6鄰志航路三段64巷2號,謝宗明,3000000,1020501
1097,54241293,榮達精密企業有限公司,彰化縣福興鄉頂粘村頂粘街80號,粘沛勛,500000,1020501
1098,54241300,奕興國際科技股份有限公司,彰化縣彰化市彰南路二段512巷66弄3號1樓,黃慧鈺,500000,1020501
1099,54241316,蘊帷國際藝文有限公司,臺中市清水區南寧里10鄰清水街74號,楊晨聆,100000,1020501
1100,54241322,聯羽科技有限公司,臺中市北屯區水景里松竹五路165號14樓之6,莊智強,1000000,1020501
1101,54241337,奕聚科技有限公司,臺中市豐原區南村里水源路395巷50號,邱鈺富,1000000,1020501
1102,54241343,妍一萃麗有限公司,臺中市中區柳川里民權路160號1樓,張壬薰,200000,1020501
1103,54241358,華冠有限公司,臺中市南屯區豐樂里萬和路一段24號1樓,游麗珍,1000000,1020501
1104,54241364,鑫泰股份有限公司,臺中市北區五權路229號1樓,劉榮洲,5000000,1020501
1105,54241370,千綸科技股份有限公司,臺中市西屯區福雅里福科路362巷20號1樓,楊正芳,1000000,1020501
1106,54241385,太陽阿里山物產館有限公司,嘉義縣中埔鄉裕民村3鄰28-1號1樓,蔡淑真,1000000,1020501
1107,54241391,買樂咖啡有限公司,雲林縣北港鎮華勝路330號,蔡淑如,200000,1020501
1108,54241408,彤利設計有限公司,臺中市潭子區東寶里26鄰民族路一段42號1樓,李昭龍,250000,1020501
1109,54241414,千里尋芳貿易有限公司,臺中市西區利民里康樂街6-2號1樓,陳鋒燉,200000,1020501
1110,54241420,鴻源水產有限公司,雲林縣斗南鎮南昌里五福二街25號6樓之6,王杉桂,500000,1020501
1111,54241435,富裕土地開發有限公司,臺中市南屯區惠中里惠中路三段73號2樓,陳靖奇,1000000,1020501
1112,54241456,品堯實業有限公司,桃園縣龍潭鄉上華村4鄰金龍路365巷1號1樓,張美玉,2000000,1020501
1113,54241462,頂程開發建設有限公司,桃園縣楊梅市永寧里老莊路505巷78弄3號1樓,徐瑞蓉,6000000,1020501
1114,54241478,晶旺精密有限公司,臺中市豐原區西安里西勢路152巷14號1樓,高嘉隆,3000000,1020501
1115,54241483,大境建設股份有限公司,臺中市西屯區潮洋里朝富三街32號1樓,張明興,25000000,1020501
1116,54241499,水昱方工程顧問有限公司,臺中市南屯區向心南路752號3樓,謝俊賢,8000000,1020501
1117,54241505,甜甜黑珍珠有限公司,屏東縣枋山鄉加祿村嘉和12號,蘇俞壬,1000000,1020501
1118,54241511,星亞科技顧問有限公司,臺中市北屯區平田里文心路四段873號15樓之2,范家祥,500000,1020501
1119,54241527,銳永建設有限公司,宜蘭縣宜蘭市凱旋里4鄰旋流路1-7號1樓,林清源,1000000,1020501
1120,54241532,庚鑫土木工程有限公司,嘉義市西區保安四路77號1樓,涂彰仁,800000,1020501
1121,54241548,千葉餐飲股份有限公司,嘉義縣民雄鄉雙福村建國路二段142之163號1樓,李昆霖,10000000,1020501
1122,54241553,馬德里整合行銷有限公司,臺中市北區梅川里青島路三段38號1樓,湯楷驊,500000,1020502
1123,54241569,山宏科技有限公司,桃園縣八德市大義街１１３巷３５號2樓,林昱宏,500000,1020502
1124,54241575,中盛不動產有限公司,南投縣南投市平和里芳美路399-13號1樓,李文淵,500000,1020502
1125,54241580,展協股份有限公司,新竹市光復路一段354巷16弄27號6樓,齊語蓁,500000,1020502
1126,54241596,美匠屋股份有限公司,臺中市豐原區下街里三豐路60.62號,陳慧蓮,1000000,1020502
1127,54241603,駿耀騰科技有限公司,桃園縣桃園市復興路99號2樓,陳靜瑋,1000000,1020502
1128,54241619,永杰旻興業有限公司,臺中市北區健行里大雅路239號,李世榮,250000,1020502
1129,54241625,旭屋實業有限公司,臺中市北區淡溝里育德路195號5樓,詹煚斌,1000000,1020502
1130,54241630,締極建設股份有限公司,南投縣草屯鎮和平里太平路二段341號1樓,洪大程,8000000,1020502
1131,54241646,池畝農產有限公司,臺東縣池上鄉福原村中山路153號,陳威志,1000000,1020502
1132,54241651,富意達有限公司,臺中市西屯區甘肅路1段90號4樓之2,詹尹君,500000,1020502
1133,54241667,荃智工程有限公司,桃園縣中壢市健行里健行路98巷13弄30號,林志昌,500000,1020502
1134,54241673,帝昌興業有限公司,臺中市西區公正里精誠路316號1樓,蔡銘哲,500000,1020502
1135,54241688,巨宏機械有限公司,桃園縣八德市大湳里和平路991巷38弄1號1樓,黃拓強,1000000,1020502
1136,54241694,裕婕生技國際有限公司,臺中市西區公民里林森路239號5樓,王靜婕,1000000,1020502
1137,54241701,展祥旅行社有限公司,澎湖縣馬公市中央里中央街14號(1樓),洪佳祥,3000000,1020502
1138,54241717,又捷實業有限公司,彰化縣和美鎮竹營里忠全路175巷6號1樓,陳永鑫,500000,1020502
1139,54241723,大品廣告事業有限公司,臺中市北屯區東山路一段147巷30弄12號1樓,周秉國,1000000,1020502
1140,54241738,美新達國際有限公司,屏東縣九如鄉耆老村中正路160巷8號,洪綺鎂,1000000,1020502
1141,54241759,億谷有限公司,桃園縣桃園市慈文里慈德街116號9樓,余美儀,500000,1020502
1142,54241765,智炫科技有限公司,新竹縣竹北市中興里嘉興路204巷48弄21號1樓,吳炫萱,500000,1020502
1143,54241771,攸承系統有限公司,彰化縣彰化市崙平里中央路182-1號1樓,陳世宏,1000000,1020502
1144,54241786,誠石不動產仲介有限公司,臺中市沙鹿區三鹿里中興路236號1樓,宇恒,600000,1020502
1145,54241792,嘉蕎五金製品有限公司,臺中市霧峰區北柳里柳豐路27巷11號1樓,陳德全,1000000,1020502
1146,54241809,太平洋國際智權有限公司,臺中市南區和平里忠明南路760號21樓A6,謝浥盈,3200000,1020502
1147,54241821,鐵夫有限公司,臺中市北屯區陳平路60巷23號,楊目行,1200000,1020502
1148,54241836,正昊精密有限公司,新竹縣新豐鄉新豐村紅毛23-21號,鄭敦仁,1000000,1020502
1149,54241842,大城食品有限公司,彰化縣大城鄉上山村魚寮路49-1號1樓,廖進功,500000,1020502
1150,54241857,定律科技有限公司,臺中市西屯區大河里福上巷171-1號1樓,賴勇村,500000,1020502
1151,54241863,添皇工程有限公司,苗栗縣苗栗市文聖里祥雲64號3樓,黃科壹,2000000,1020502
1152,54241879,金華屋婚宴會館有限公司,臺中市北屯區仁和里崇德八路一段366368號,王釭坪,2000000,1020502
1153,54241884,晶智圓富禪謦有限公司,臺中市西屯區上安里上安路84巷3號1樓,黃珊珊,1000000,1020502
1154,54241890,詠大家具有限公司,臺中市北屯區松勇里北屯路481號1樓,李奇,1000000,1020502
1155,54241907,鋮剛實業有限公司,臺中市西屯區何厝里西屯路二段63-6號1樓,李國興,1000000,1020502
1156,54241913,昇育工程有限公司,彰化縣埔鹽鄉打廉村埔打路4之8號1樓,陳衍翔,1000000,1020502
1157,54241929,真愛酒店有限公司,桃園縣中壢市中美路2段117號5樓及5樓之1,涂燦芳,100000,1020502
1158,54241934,有盛企業有限公司,臺中市北屯區平和里梅川東路四段113號6樓,林笑英,1000000,1020502
1159,54241940,大川不動產仲介經紀有限公司,基隆市中正區新豐街500號1樓,丁大海,1000000,1020502
1160,54241955,越碼科技有限公司,宜蘭縣羅東鎮信義里愛國路91號1樓,陳錫欽,1200000,1020502
1161,54241961,益勝裕有限公司,苗栗縣後龍鎮水尾里12鄰107號,翁旻江,3000000,1020502
1162,54241977,萬萊有限公司,桃園縣龜山鄉文化三路19號9樓,傅彩森,800000,1020502
1163,54241982,台全生技醫藥股份有限公司,雲林縣虎尾鎮興中里清雲路756號1樓,林敬家,200000,1020502
1164,54241998,親親寶貝屋有限公司,基隆市中山區華興街53巷9號6樓之8,李彗瑄,1000000,1020502
1165,54242005,宥騫有限公司,臺中市后里區墩北里民生路318之1號,李緁琳,1000000,1020502
1166,54242011,高毅實業有限公司,新竹縣湖口鄉信勢村明德街155號1樓,戴梓琳,1000000,1020502
1167,54242027,鼎泰清潔事業有限公司,臺中市北屯區平田里興安路1段321巷32號8樓,林玉雯,1000000,1020502
1168,54242032,太喜有限公司,新竹縣湖口鄉鳳山村新興路458-9號,羅家慶,100000,1020502
1169,54242048,富德寶營造股份有限公司,苗栗縣竹南鎮竹興里3鄰竹圍街89號1樓,郭人豪,22500000,1020502
1170,54242053,華暐國際有限公司,桃園縣桃園市龍安里文中路745號2樓,陳國華,3000000,1020502
1171,54242069,台灣安全導線股份有限公司,彰化縣彰化市西勢里自強南路418-5號1樓,許思源,500000,1020502
1172,54242075,久福機電工程有限公司,臺中市太平區永平里永平路一段99巷7號1樓,吳國龍,1000000,1020502
1173,54242080,永昊國際企業有限公司,彰化縣芳苑鄉草湖村二溪路草二段387號1樓,詹芷琪,500000,1020502
